year_month,age_group,sex,card_tpbuz_nm_2,amt,cnt
202208,60대 이상,F,일식/수산물,6334299652,159977
202208,60대 이상,F,중식,1414505929,63263
202208,60대 이상,F,패스트푸드,1411786208,119799
202208,60대 이상,F,한식,20727317275,641143
202208,60대 이상,M,간이주점,2016554585,52389
202208,60대 이상,M,고기요리,15131508961,361335
202208,60대 이상,M,디저트/음료,8251896365,642634
202208,60대 이상,M,별식/퓨전요리,2596609321,132599
202208,60대 이상,M,분식,3766481914,255107
202208,60대 이상,M,양식,973215735,29964
202208,60대 이상,M,일식/수산물,9954687846,212265
202208,60대 이상,M,중식,2500575096,118934
202208,60대 이상,M,패스트푸드,1611059717,138068
202208,60대 이상,M,한식,30812833009,955699
202209,30대,F,간이주점,3441898232,82520
202209,30대,F,고기요리,10849596672,249752
202209,30대,F,디저트/음료,16727487027,1703569
202209,30대,F,별식/퓨전요리,1956156321,85800
202209,30대,F,분식,3734387769,300679
202209,30대,F,양식,2084796084,60346
202209,30대,F,일식/수산물,5531796579,115903
202209,30대,F,중식,1977479472,79040
202209,30대,F,패스트푸드,3927749896,333096
202209,30대,F,한식,19380500902,646094
202209,30대,M,간이주점,8432453192,173012
202209,30대,M,고기요리,21259628344,438955
202209,30대,M,디저트/음료,17187397006,1805385
202209,30대,M,별식/퓨전요리,3273192545,146238
202209,30대,M,분식,4854619491,356013
202209,30대,M,양식,3117452160,89068
202209,30대,M,일식/수산물,10103972689,174174
202209,30대,M,중식,4128585351,157199
202209,30대,M,패스트푸드,5700636749,487351
202209,30대,M,한식,33592312199,992808
202209,40대,F,간이주점,3534551349,88813
202209,40대,F,고기요리,15471420219,378675
202209,40대,F,디저트/음료,21188200635,2038385
202209,40대,F,별식/퓨전요리,2680861580,119445
202209,40대,F,분식,6019317953,473895
202209,40대,F,양식,2537263409,79644
202209,40대,F,일식/수산물,8098625121,179257
202209,40대,F,중식,3031108156,137006
202209,40대,F,패스트푸드,5219860402,448055
202209,40대,F,한식,27237348245,898422
202209,40대,M,간이주점,8146368187,167057
202209,40대,M,고기요리,27668328692,582803
202209,40대,M,디저트/음료,20771058768,1959514
202209,40대,M,별식/퓨전요리,4364811994,191297
202209,40대,M,분식,7104181268,508559
202209,40대,M,양식,3299910121,91356
202209,40대,M,일식/수산물,14566231154,252848
202209,40대,M,중식,5747884888,231367
202209,40대,M,패스트푸드,6024679021,499176
202209,40대,M,한식,44781405338,1270264
202209,50대,F,간이주점,2341490307,62904
202209,50대,F,고기요리,14247141703,347158
202209,50대,F,디저트/음료,16170523725,1377868
202209,50대,F,별식/퓨전요리,2405191279,108195
202209,50대,F,분식,4910234840,371126
202209,50대,F,양식,1613137020,54680
202209,50대,F,일식/수산물,9389033940,208807
202209,50대,F,중식,2310585609,101099
202209,50대,F,패스트푸드,3316698016,278237
202209,50대,F,한식,27593053350,888442
202209,50대,M,간이주점,5676639562,122559
202209,50대,M,고기요리,23883956850,530483
202209,50대,M,디저트/음료,15324245925,1283031
202209,50대,M,별식/퓨전요리,3975894093,182319
202209,50대,M,분식,5859705254,416024
202209,50대,M,양식,2032281709,60713
202209,50대,M,일식/수산물,14937586573,276593
202209,50대,M,중식,4498193750,193188
202209,50대,M,패스트푸드,3848804212,314540
202209,50대,M,한식,43278351013,1255885
202209,60대 이상,F,간이주점,876015142,24160
202209,60대 이상,F,고기요리,8408521971,209692
202209,60대 이상,F,디저트/음료,9513328796,709276
202209,60대 이상,F,별식/퓨전요리,1455298900,68845
202209,60대 이상,F,분식,2714554996,194989
202209,60대 이상,F,양식,735972403,21577
202209,60대 이상,F,일식/수산물,7241915446,178849
202209,60대 이상,F,중식,1354259010,59490
202209,60대 이상,F,패스트푸드,1273883487,107715
202209,60대 이상,F,한식,19926334574,611407
202209,60대 이상,M,간이주점,2020631688,52164
202209,60대 이상,M,고기요리,13439146591,316545
202209,60대 이상,M,디저트/음료,8946972542,645295
202209,60대 이상,M,별식/퓨전요리,2523582347,125109
202209,60대 이상,M,분식,3389880631,235117
202209,60대 이상,M,양식,886774182,26854
202209,60대 이상,M,일식/수산물,10621366264,225099
202209,60대 이상,M,중식,2379957304,112963
202209,60대 이상,M,패스트푸드,1485267471,125233
202209,60대 이상,M,한식,29419430119,890135
202210,30대,F,간이주점,3614578394,85225
202210,30대,F,고기요리,12098261612,273981
202210,30대,F,디저트/음료,16971388290,1687066
202210,30대,F,별식/퓨전요리,2293708145,96585
202210,30대,F,분식,4223108095,331724
202210,30대,F,양식,2442054245,68254
202210,30대,F,일식/수산물,5893249691,122433
202210,30대,F,중식,2202199562,86416
202210,30대,F,패스트푸드,4134572080,342420
202210,30대,F,한식,21585035915,704257
202210,30대,M,간이주점,8747326391,178980
202210,30대,M,고기요리,23116390232,475690
202210,30대,M,디저트/음료,17330236223,1800849
202210,30대,M,별식/퓨전요리,3824870179,165832
202210,30대,M,분식,5427781440,391394
202210,30대,M,양식,3552657457,98314
202210,30대,M,일식/수산물,10789517193,187409
202210,30대,M,중식,4540510292,169644
202210,30대,M,패스트푸드,5998487984,500668
202210,30대,M,한식,36763490044,1072513
202210,40대,F,간이주점,3695051170,92855
202210,40대,F,고기요리,17670836305,424893
202210,40대,F,디저트/음료,21864813075,2061233
202210,40대,F,별식/퓨전요리,3169849486,136883
202210,40대,F,분식,6905938054,536343
202210,40대,F,양식,3003650472,92281
202210,40대,F,일식/수산물,8839106746,192783
202210,40대,F,중식,3498354042,157140
202210,40대,F,패스트푸드,5593441612,473169
202210,40대,F,한식,30239583332,1000406
202210,40대,M,간이주점,8508555628,172915
202210,40대,M,고기요리,30843359011,643250
202210,40대,M,디저트/음료,20976180180,1945498
202210,40대,M,별식/퓨전요리,5102375056,216249
202210,40대,M,분식,8106801103,570283
202210,40대,M,양식,4076579415,105770
202210,40대,M,일식/수산물,15670880242,270588
202210,40대,M,중식,6390144290,254926
202210,40대,M,패스트푸드,6434789497,517555
202210,40대,M,한식,50041055766,1393106
202210,50대,F,간이주점,2501375580,66037
202210,50대,F,고기요리,16619925560,391607
202210,50대,F,디저트/음료,16578358309,1378562
202210,50대,F,별식/퓨전요리,2812410866,123480
202210,50대,F,분식,5503001868,414022
202210,50대,F,양식,1793578103,60665
202210,50대,F,일식/수산물,9899299384,221032
202210,50대,F,중식,2603140413,112830
202210,50대,F,패스트푸드,3543134149,292753
202210,50대,F,한식,31251055885,982008
202210,50대,M,간이주점,5880246007,126437
202210,50대,M,고기요리,26798188648,587769
202210,50대,M,디저트/음료,15703277683,1284966
202210,50대,M,별식/퓨전요리,4604781795,205458
202210,50대,M,분식,6482882081,460704
202210,50대,M,양식,2276146610,68642
202210,50대,M,일식/수산물,15782550600,291461
202210,50대,M,중식,4985870703,213273
202210,50대,M,패스트푸드,4087641029,329005
202210,50대,M,한식,47426474263,1373965
202210,60대 이상,F,간이주점,877716713,25226
202210,60대 이상,F,고기요리,9945729559,240056
202210,60대 이상,F,디저트/음료,9027913280,678705
202210,60대 이상,F,별식/퓨전요리,1758152352,80854
202210,60대 이상,F,분식,3030040585,218433
202210,60대 이상,F,양식,838082096,24004
202210,60대 이상,F,일식/수산물,7384497550,181576
202210,60대 이상,F,중식,1552675444,67584
202210,60대 이상,F,패스트푸드,1381921878,112274
202210,60대 이상,F,한식,22454629549,671324
202210,60대 이상,M,간이주점,2086997147,52894
202210,60대 이상,M,고기요리,15657209169,358123
202210,60대 이상,M,디저트/음료,8737841593,628829
202210,60대 이상,M,별식/퓨전요리,2984405887,144304
202210,60대 이상,M,분식,3705911896,255599
202210,60대 이상,M,양식,987879165,28761
202210,60대 이상,M,일식/수산물,11247171992,233967
202210,60대 이상,M,중식,2660982498,123632
202210,60대 이상,M,패스트푸드,1611882378,131714
202210,60대 이상,M,한식,32639287414,977105
202211,30대,F,간이주점,3222216011,74924
202211,30대,F,고기요리,10794844883,253005
202211,30대,F,디저트/음료,15023512156,1520587
202211,30대,F,별식/퓨전요리,2074156429,91328
202211,30대,F,분식,3671027748,304396
202211,30대,F,양식,2132693848,60244
202211,30대,F,일식/수산물,5020271368,108603
202211,30대,F,중식,2051441237,81473
202211,30대,F,패스트푸드,3628270059,308666
202211,30대,F,한식,19097813894,631562
202211,30대,M,간이주점,7901273044,157846
202211,30대,M,고기요리,21361559297,448513
202211,30대,M,디저트/음료,15789516208,1623849
202211,30대,M,별식/퓨전요리,3484914773,154858
202211,30대,M,분식,4821644127,359238
202211,30대,M,양식,3179584978,89193
202211,30대,M,일식/수산물,9514546859,164085
202211,30대,M,중식,4266706082,160620
202211,30대,M,패스트푸드,5388510446,454436
202211,30대,M,한식,33193402451,969593
202211,40대,F,간이주점,3248816476,82410
202211,40대,F,고기요리,15923994389,399432
202211,40대,F,디저트/음료,19852789671,1869414
202211,40대,F,별식/퓨전요리,2956834242,134086
202211,40대,F,분식,6138703441,490425
202211,40대,F,양식,2635506031,82188
202211,40대,F,일식/수산물,7565102717,174049
202211,40대,F,중식,3239768082,149245
202211,40대,F,패스트푸드,5122400971,426739
202211,40대,F,한식,27309057581,913375
202211,40대,M,간이주점,7558651524,153083
202211,40대,M,고기요리,28249722357,608441
202211,40대,M,디저트/음료,18889178124,1755241
202211,40대,M,별식/퓨전요리,4726962166,208243
202211,40대,M,분식,7091436381,516022
202211,40대,M,양식,3518791426,93219
202211,40대,M,일식/수산물,13589589093,240391
202211,40대,M,중식,5901424901,238832
202211,40대,M,패스트푸드,5817093883,467603
202211,40대,M,한식,44974418179,1269280
202211,50대,F,간이주점,2242656034,58860
202211,50대,F,고기요리,15028421696,370238
202211,50대,F,디저트/음료,15404389212,1255938
202211,50대,F,별식/퓨전요리,2655556052,119557
202211,50대,F,분식,4882296906,377841
202211,50대,F,양식,1670935433,56351
202211,50대,F,일식/수산물,8750529217,207179
202211,50대,F,중식,2453638337,107152
202211,50대,F,패스트푸드,3310418759,271374
202211,50대,F,한식,27914598520,896040
202211,50대,M,간이주점,5289476474,113300
202211,50대,M,고기요리,24753421322,559055
202211,50대,M,디저트/음료,14112026219,1168064
202211,50대,M,별식/퓨전요리,4306946127,196909
202211,50대,M,분식,5690762471,418962
202211,50대,M,양식,2056659174,61281
202211,50대,M,일식/수산물,13838165620,261859
202211,50대,M,중식,4615777512,198898
202211,50대,M,패스트푸드,3787463625,301218
202211,50대,M,한식,42936124854,1259131
202211,60대 이상,F,간이주점,799784499,22691
202211,60대 이상,F,고기요리,8899811601,224577
202211,60대 이상,F,디저트/음료,8482616634,631453
202211,60대 이상,F,별식/퓨전요리,1666309409,77749
202211,60대 이상,F,분식,2654198664,198682
202211,60대 이상,F,양식,736302631,21927
202211,60대 이상,F,일식/수산물,6730310890,185848
202211,60대 이상,F,중식,1426878287,62479
202211,60대 이상,F,패스트푸드,1295784244,103315
202211,60대 이상,F,한식,20265046608,615853
202211,60대 이상,M,간이주점,1923324832,47740
202211,60대 이상,M,고기요리,13854136869,332932
202211,60대 이상,M,디저트/음료,8218477460,583683
202211,60대 이상,M,별식/퓨전요리,2764413755,137804
202211,60대 이상,M,분식,3258576333,236000
202211,60대 이상,M,양식,858101021,25842
202211,60대 이상,M,일식/수산물,9939604932,219738
202211,60대 이상,M,중식,2486075273,115794
202211,60대 이상,M,패스트푸드,1488717213,121902
202211,60대 이상,M,한식,29280947341,897613
202212,30대,F,간이주점,3453343137,74632
202212,30대,F,고기요리,11249783276,248448
202212,30대,F,디저트/음료,15478950109,1429208
202212,30대,F,별식/퓨전요리,2248211386,96205
202212,30대,F,분식,3664715002,287255
202212,30대,F,양식,2541364891,62332
202212,30대,F,일식/수산물,5785035945,111126
202212,30대,F,중식,2163620484,81983
202212,30대,F,패스트푸드,3770494268,298423
202212,30대,F,한식,20156032940,628901
202212,30대,M,간이주점,8429077726,156626
202212,30대,M,고기요리,22969863211,445737
202212,30대,M,디저트/음료,16573562450,1564917
202212,30대,M,별식/퓨전요리,3849652128,165114
202212,30대,M,분식,4912673455,353445
202212,30대,M,양식,3735615117,93046
202212,30대,M,일식/수산물,11212354445,173509
202212,30대,M,중식,4578817212,163984
202212,30대,M,패스트푸드,5711802571,453711
202212,30대,M,한식,36317198081,988796
202212,40대,F,간이주점,3570462242,81333
202212,40대,F,고기요리,16987694091,397577
202212,40대,F,디저트/음료,20597919876,1789965
202212,40대,F,별식/퓨전요리,3332918151,142751
202212,40대,F,분식,6144200325,466142
202212,40대,F,양식,3171434313,85921
202212,40대,F,일식/수산물,8734327794,177633
202212,40대,F,중식,3520488007,151169
202212,40대,F,패스트푸드,5292352740,419314
202212,40대,F,한식,29179670218,903909
202212,40대,M,간이주점,8346676838,153620
202212,40대,M,고기요리,31025502857,610909
202212,40대,M,디저트/음료,20015368499,1723191
202212,40대,M,별식/퓨전요리,5316147055,223105
202212,40대,M,분식,7254414562,509723
202212,40대,M,양식,4275623822,98939
202212,40대,M,일식/수산물,16578405485,259247
202212,40대,M,중식,6522257053,246188
202212,40대,M,패스트푸드,6249644206,471088
202212,40대,M,한식,50235457995,1300864
202212,50대,F,간이주점,2406585156,59746
202212,50대,F,고기요리,16230143925,373572
202212,50대,F,디저트/음료,16074618302,1247580
202212,50대,F,별식/퓨전요리,3152235600,133863
202212,50대,F,분식,4836727588,352288
202212,50대,F,양식,1994705328,56594
202212,50대,F,일식/수산물,10352237964,211676
202212,50대,F,중식,2597885713,106654
202212,50대,F,패스트푸드,3457430694,262204
202212,50대,F,한식,29900168066,887223
202212,50대,M,간이주점,5788386999,115046
202212,50대,M,고기요리,27524393220,568188
202212,50대,M,디저트/음료,14632629623,1169688
202212,50대,M,별식/퓨전요리,4843438434,211907
202212,50대,M,분식,5822818456,406314
202212,50대,M,양식,2489760589,63612
202212,50대,M,일식/수산물,17387569454,286275
202212,50대,M,중식,5125140254,202932
202212,50대,M,패스트푸드,4066252656,299855
202212,50대,M,한식,47060193871,1273646
202212,60대 이상,F,간이주점,846134609,22700
202212,60대 이상,F,고기요리,9994769054,232659
202212,60대 이상,F,디저트/음료,8921778515,652059
202212,60대 이상,F,별식/퓨전요리,1944580788,87244
202212,60대 이상,F,분식,2571984792,183449
202212,60대 이상,F,양식,862204167,22208
202212,60대 이상,F,일식/수산물,7459297430,176128
202212,60대 이상,F,중식,1459961576,59429
202212,60대 이상,F,패스트푸드,1328659890,100837
202212,60대 이상,F,한식,20981112378,602420
202212,60대 이상,M,간이주점,2089603739,48880
202212,60대 이상,M,고기요리,15898709402,346382
202212,60대 이상,M,디저트/음료,8058160196,606721
202212,60대 이상,M,별식/퓨전요리,3121651278,147172
202212,60대 이상,M,분식,3214949403,222841
202212,60대 이상,M,양식,1039750029,26347
202212,60대 이상,M,일식/수산물,11779539073,226330
202212,60대 이상,M,중식,2663516149,113561
202212,60대 이상,M,패스트푸드,1538037074,119481
202212,60대 이상,M,한식,31438493970,892413
202301,30대,F,간이주점,3214962682,71437
202301,30대,F,고기요리,9949641242,225403
202301,30대,F,디저트/음료,14528716562,1375160
202301,30대,F,별식/퓨전요리,2071075347,85764
202301,30대,F,분식,3490159286,267516
202301,30대,F,양식,2191649287,57499
202301,30대,F,일식/수산물,5103928760,102217
202301,30대,F,중식,2065141679,78412
202301,30대,F,패스트푸드,3585248685,290885
202301,30대,F,한식,18562384502,583892
202301,30대,M,간이주점,8217758629,156637
202301,30대,M,고기요리,20918022321,414412
202301,30대,M,디저트/음료,15668006525,1545741
202301,30대,M,별식/퓨전요리,3611905358,152276
202301,30대,M,분식,4713501191,330444
202301,30대,M,양식,3240768791,88376
202301,30대,M,일식/수산물,9734099501,160997
202301,30대,M,중식,4407268275,155420
202301,30대,M,패스트푸드,5498394258,450529
202301,30대,M,한식,33622798585,942811
202301,40대,F,간이주점,3457931945,79928
202301,40대,F,고기요리,14701273715,346984
202301,40대,F,디저트/음료,18677622190,1672308
202301,40대,F,별식/퓨전요리,2880272781,119612
202301,40대,F,분식,5905184762,439675
202301,40대,F,양식,3034394140,82143
202301,40대,F,일식/수산물,7633070364,160814
202301,40대,F,중식,3408330863,141110
202301,40대,F,패스트푸드,5134986090,414406
202301,40대,F,한식,26108983509,818052
202301,40대,M,간이주점,7716001925,146902
202301,40대,M,고기요리,27108683314,549575
202301,40대,M,디저트/음료,18472448468,1651301
202301,40대,M,별식/퓨전요리,4810221960,197144
202301,40대,M,분식,7028934985,474886
202301,40대,M,양식,3988351012,94789
202301,40대,M,일식/수산물,14098840536,233352
202301,40대,M,중식,6203586551,230281
202301,40대,M,패스트푸드,6050739166,465109
202301,40대,M,한식,44676349437,1199253
202301,50대,F,간이주점,2254332662,57078
202301,50대,F,고기요리,13703078161,326675
202301,50대,F,디저트/음료,14763127335,1187477
202301,50대,F,별식/퓨전요리,2701089082,113674
202301,50대,F,분식,4581180892,333166
202301,50대,F,양식,1705571206,51261
202301,50대,F,일식/수산물,8855932561,197568
202301,50대,F,중식,2506763314,101246
202301,50대,F,패스트푸드,3273111311,258162
202301,50대,F,한식,26552562895,813751
202301,50대,M,간이주점,5463686274,112963
202301,50대,M,고기요리,23983605637,512165
202301,50대,M,디저트/음료,13890675355,1137089
202301,50대,M,별식/퓨전요리,4468892605,189368
202301,50대,M,분식,5689135670,386418
202301,50대,M,양식,2286401810,59710
202301,50대,M,일식/수산물,14777321706,265321
202301,50대,M,중식,4983370993,194919
202301,50대,M,패스트푸드,3951244262,298284
202301,50대,M,한식,42954295304,1188317
202301,60대 이상,F,간이주점,818684352,22352
202301,60대 이상,F,고기요리,8492094773,207519
202301,60대 이상,F,디저트/음료,8730178023,650163
202301,60대 이상,F,별식/퓨전요리,1657369394,73604
202301,60대 이상,F,분식,2515569372,175657
202301,60대 이상,F,양식,769762352,20214
202301,60대 이상,F,일식/수산물,7032839067,179954
202301,60대 이상,F,중식,1435500888,59289
202301,60대 이상,F,패스트푸드,1294034887,100054
202301,60대 이상,F,한식,19272034455,576949
202301,60대 이상,M,간이주점,1977897792,48277
202301,60대 이상,M,고기요리,13641496502,315192
202301,60대 이상,M,디저트/음료,8008412435,614977
202301,60대 이상,M,별식/퓨전요리,2843532640,133411
202301,60대 이상,M,분식,3193216979,215625
202301,60대 이상,M,양식,906933140,25186
202301,60대 이상,M,일식/수산물,10728791722,223524
202301,60대 이상,M,중식,2534166107,111844
202301,60대 이상,M,패스트푸드,1525842319,120895
202301,60대 이상,M,한식,28472449681,859694
202302,30대,F,간이주점,3214497129,71356
202302,30대,F,고기요리,10236233819,228487
202302,30대,F,디저트/음료,14409810069,1387662
202302,30대,F,별식/퓨전요리,1998769737,81373
202302,30대,F,분식,3620677085,275671
202302,30대,F,양식,2357263598,63348
202302,30대,F,일식/수산물,4798267926,99463
202302,30대,F,중식,2049413598,77846
202302,30대,F,패스트푸드,3597726713,285427
202302,30대,F,한식,18624575241,585218
202302,30대,M,간이주점,7801557752,150156
202302,30대,M,고기요리,20587324001,407740
202302,30대,M,디저트/음료,15389952065,1516197
202302,30대,M,별식/퓨전요리,3436548629,143826
202302,30대,M,분식,4744918472,331126
202302,30대,M,양식,3329845229,90327
202302,30대,M,일식/수산물,9148459738,152863
202302,30대,M,중식,4276913838,154808
202302,30대,M,패스트푸드,5271977809,433006
202302,30대,M,한식,32575973738,915681
202302,40대,F,간이주점,3484051382,80995
202302,40대,F,고기요리,15450746241,357600
202302,40대,F,디저트/음료,18659621701,1689502
202302,40대,F,별식/퓨전요리,2880948382,117087
202302,40대,F,분식,6236052594,457714
202302,40대,F,양식,3084228695,87903
202302,40대,F,일식/수산물,7411858876,158409
202302,40대,F,중식,3278603295,138941
202302,40대,F,패스트푸드,5142148836,411677
202302,40대,F,한식,26582620407,831250
202302,40대,M,간이주점,7712172867,147051
202302,40대,M,고기요리,27871534143,560694
202302,40대,M,디저트/음료,17907252707,1620604
202302,40대,M,별식/퓨전요리,4770773972,191112
202302,40대,M,분식,7105877019,483939
202302,40대,M,양식,3875197427,99181
202302,40대,M,일식/수산물,13291855125,222431
202302,40대,M,중식,6010249822,228188
202302,40대,M,패스트푸드,5801730957,446260
202302,40대,M,한식,43974305462,1193389
202302,50대,F,간이주점,2263725184,56421
202302,50대,F,고기요리,14209621787,335116
202302,50대,F,디저트/음료,14302480368,1183314
202302,50대,F,별식/퓨전요리,2718882555,111250
202302,50대,F,분식,4803923999,348511
202302,50대,F,양식,1868312471,56374
202302,50대,F,일식/수산물,8414215890,187264
202302,50대,F,중식,2434245030,100921
202302,50대,F,패스트푸드,3243884377,254484
202302,50대,F,한식,26935151310,831011
202302,50대,M,간이주점,5479015972,111309
202302,50대,M,고기요리,24281054345,517798
202302,50대,M,디저트/음료,13333761520,1105620
202302,50대,M,별식/퓨전요리,4337652799,182306
202302,50대,M,분식,5681810330,393490
202302,50대,M,양식,2217912010,61661
202302,50대,M,일식/수산물,13624409009,248064
202302,50대,M,중식,4755042845,192353
202302,50대,M,패스트푸드,3697898387,281739
202302,50대,M,한식,42070501291,1179695
202302,60대 이상,F,간이주점,795811765,22205
202302,60대 이상,F,고기요리,8725553318,213847
202302,60대 이상,F,디저트/음료,8223199588,637873
202302,60대 이상,F,별식/퓨전요리,1786665853,75764
202302,60대 이상,F,분식,2693618731,189568
202302,60대 이상,F,양식,857253939,23483
202302,60대 이상,F,일식/수산물,6528919665,163311
202302,60대 이상,F,중식,1448984585,61655
202302,60대 이상,F,패스트푸드,1322249647,103673
202302,60대 이상,F,한식,19599474666,596104
202302,60대 이상,M,간이주점,2040996556,48751
202302,60대 이상,M,고기요리,13947568336,322657
202302,60대 이상,M,디저트/음료,7541143277,592132
202302,60대 이상,M,별식/퓨전요리,2859293862,132314
202302,60대 이상,M,분식,3294039671,224570
202302,60대 이상,M,양식,920436290,26907
202302,60대 이상,M,일식/수산물,9918393540,208891
202302,60대 이상,M,중식,2654986824,118027
202302,60대 이상,M,패스트푸드,1475832352,118758
202302,60대 이상,M,한식,28819406806,878183
202303,30대,F,간이주점,3550392892,82405
202303,30대,F,고기요리,11511219542,258826
202303,30대,F,디저트/음료,16863898088,1718767
202303,30대,F,별식/퓨전요리,2262503468,92989
202303,30대,F,분식,4228559776,333116
202303,30대,F,양식,2435384150,66897
202303,30대,F,일식/수산물,5255232138,112391
202303,30대,F,중식,2187009432,85657
202303,30대,F,패스트푸드,4091402147,340691
202303,30대,F,한식,21005806251,684966
202303,30대,M,간이주점,8710319226,172360
202303,30대,M,고기요리,23398257434,463182
202303,30대,M,디저트/음료,17770932965,1839001
202303,30대,M,별식/퓨전요리,3885689362,163109
202303,30대,M,분식,5484104097,386677
202303,30대,M,양식,3641793725,100564
202303,30대,M,일식/수산물,9962013082,170226
202303,30대,M,중식,4659621314,170153
202303,30대,M,패스트푸드,6044224959,497928
202303,30대,M,한식,36780782901,1055186
202303,40대,F,간이주점,3828035531,93467
202303,40대,F,고기요리,16518734891,398780
202303,40대,F,디저트/음료,21946777996,2117400
202303,40대,F,별식/퓨전요리,3136638689,131109
202303,40대,F,분식,6873993444,529027
202303,40대,F,양식,2944215257,89575
202303,40대,F,일식/수산물,7919049250,179294
202303,40대,F,중식,3359012646,150150
202303,40대,F,패스트푸드,5527558910,462247
202303,40대,F,한식,29741352405,978086
202303,40대,M,간이주점,8834661940,173293
202303,40대,M,고기요리,31018325417,630610
202303,40대,M,디저트/음료,21470530851,2013665
202303,40대,M,별식/퓨전요리,5239234472,214298
202303,40대,M,분식,8154540127,562906
202303,40대,M,양식,4136152356,106539
202303,40대,M,일식/수산물,14872891741,250974
202303,40대,M,중식,6490870798,253243
202303,40대,M,패스트푸드,6337886875,500683
202303,40대,M,한식,50340227760,1383934
202303,50대,F,간이주점,2606804829,66875
202303,50대,F,고기요리,15740376898,382998
202303,50대,F,디저트/음료,17054169255,1446922
202303,50대,F,별식/퓨전요리,2949703151,123597
202303,50대,F,분식,5664291740,420370
202303,50대,F,양식,1900679266,62706
202303,50대,F,일식/수산물,9359489175,213527
202303,50대,F,중식,2595822974,112681
202303,50대,F,패스트푸드,3678476158,301309
202303,50대,F,한식,31031263440,986349
202303,50대,M,간이주점,6264965366,130826
202303,50대,M,고기요리,26898421587,586440
202303,50대,M,디저트/음료,15973449460,1357424
202303,50대,M,별식/퓨전요리,4845778547,206671
202303,50대,M,분식,6676763000,466727
202303,50대,M,양식,2382681889,69776
202303,50대,M,일식/수산물,15154194267,281468
202303,50대,M,중식,5126389671,214721
202303,50대,M,패스트푸드,4138881233,326728
202303,50대,M,한식,48007167242,1382873
202303,60대 이상,F,간이주점,956420051,27233
202303,60대 이상,F,고기요리,9978690729,252402
202303,60대 이상,F,디저트/음료,10033994273,786049
202303,60대 이상,F,별식/퓨전요리,2014594918,87758
202303,60대 이상,F,분식,3365530614,238908
202303,60대 이상,F,양식,919940115,26992
202303,60대 이상,F,일식/수산물,7646128032,191363
202303,60대 이상,F,중식,1616982457,70080
202303,60대 이상,F,패스트푸드,1484961209,121905
202303,60대 이상,F,한식,23597003059,721340
202303,60대 이상,M,간이주점,2365204231,58965
202303,60대 이상,M,고기요리,16183495481,379124
202303,60대 이상,M,디저트/음료,9601219730,722783
202303,60대 이상,M,별식/퓨전요리,3304282480,152063
202303,60대 이상,M,분식,4115179447,277796
202303,60대 이상,M,양식,1059405438,31421
202303,60대 이상,M,일식/수산물,11636072676,246697
202303,60대 이상,M,중식,2900952709,133877
202303,60대 이상,M,패스트푸드,1704433599,139084
202303,60대 이상,M,한식,34321321514,1048823
202304,30대,F,간이주점,3654674462,86210
202304,30대,F,고기요리,11560722532,263631
202304,30대,F,디저트/음료,16899005335,1723267
202304,30대,F,별식/퓨전요리,2306951241,93739
202304,30대,F,분식,4319932092,333508
202304,30대,F,양식,2399269079,65712
202304,30대,F,일식/수산물,5148486358,110155
202304,30대,F,중식,2171271635,87542
202304,30대,F,패스트푸드,4071724028,336386
202304,30대,F,한식,21254220905,689702
202304,30대,M,간이주점,9012460752,179272
202304,30대,M,고기요리,23094727327,463208
202304,30대,M,디저트/음료,17782455048,1862766
202304,30대,M,별식/퓨전요리,3887446527,162365
202304,30대,M,분식,5751736840,394190
202304,30대,M,양식,3592113735,99264
202304,30대,M,일식/수산물,9694453401,169204
202304,30대,M,중식,4583829229,170367
202304,30대,M,패스트푸드,6008614489,494372
202304,30대,M,한식,37064115748,1067463
202304,40대,F,간이주점,3988969241,96998
202304,40대,F,고기요리,16981517089,408285
202304,40대,F,디저트/음료,22337800588,2180381
202304,40대,F,별식/퓨전요리,3208734213,134762
202304,40대,F,분식,7177515816,544034
202304,40대,F,양식,2901994347,89252
202304,40대,F,일식/수산물,7977347025,177026
202304,40대,F,중식,3498559783,161523
202304,40대,F,패스트푸드,5639116225,476012
202304,40대,F,한식,29751188302,988474
202304,40대,M,간이주점,8925791389,177586
202304,40대,M,고기요리,30869704005,630257
202304,40대,M,디저트/음료,21805697641,2063485
202304,40대,M,별식/퓨전요리,5250256222,212824
202304,40대,M,분식,8472047265,578766
202304,40대,M,양식,4100758328,104915
202304,40대,M,일식/수산물,14264404653,246499
202304,40대,M,중식,6566031594,256809
202304,40대,M,패스트푸드,6527137890,512544
202304,40대,M,한식,50183598448,1387429
202304,50대,F,간이주점,2655731107,69133
202304,50대,F,고기요리,16115726049,384686
202304,50대,F,디저트/음료,17325498799,1481960
202304,50대,F,별식/퓨전요리,2926492523,123098
202304,50대,F,분식,5875967257,426662
202304,50대,F,양식,1849981034,61551
202304,50대,F,일식/수산물,9088783188,204415
202304,50대,F,중식,2628029306,114569
202304,50대,F,패스트푸드,3790514457,305467
202304,50대,F,한식,30709440899,977374
202304,50대,M,간이주점,6377395601,134359
202304,50대,M,고기요리,27238425943,588109
202304,50대,M,디저트/음료,16468557063,1400968
202304,50대,M,별식/퓨전요리,4773602851,203529
202304,50대,M,분식,6982043481,476377
202304,50대,M,양식,2343112454,69717
202304,50대,M,일식/수산물,15021919986,275677
